ID,Name,PurchasePrice,SellingPrice,Quantity,Type,AdditionalInfo1,AdditionalInfo2
TO196,Lego Set Character,330000.0,553000.0,296,Toy,Johnson-Davis,Wendy Martin
ST201,Scissors Away,272000.0,461000.0,329,Stationary,Cruz-Guzman,Ashley Stevens
TO197,Playset Sister,297000.0,402000.0,127,Toy,Mccormick Group,Emily Gibson
ST202,Tape Garden,48000.0,59000.0,338,Stationary,Hoffman and Sons,Alexander Carrillo
ST203,Tape Forget,258000.0,426000.0,255,Stationary,Valenzuela-Bryant,Travis Nunez
BO217,History Free,389000.0,522000.0,314,Book,Long Group,Sherry Miller
BO218,Self-help Rate,326000.0,570000.0,495,Book,Stone LLC,Aaron Andrews
ST204,Marker Hope,123000.0,201000.0,497,Stationary,King-Ortiz,Lisa Boyd
ST205,Tape Fall,286000.0,358000.0,64,Stationary,Lewis-Williams,Heather Gutierrez
TO198,Barbie Doll Contain,70000.0,102000.0,196,Toy,Hall-Blair,Lisa Pineda
BO219,Mystery Novel Most,423000.0,528000.0,40,Book,Howard-Gonzales,Cole Stewart
ST206,Tape Approach,388000.0,582000.0,297,Stationary,Beard-Jackson,Adam Hurst
TO199,Scooter Reality,380000.0,595000.0,228,Toy,Poole PLC,Lori Hahn
TO200,Barbie Doll Member,251000.0,413000.0,293,Toy,White-Burgess,Erin Miller
TO201,Playset Role,374000.0,668000.0,12,Toy,Rodriguez Group,John Rodriguez
ST207,Tape Case,328000.0,408000.0,459,Stationary,"Rodriguez, Nguyen and Garza",Robert Lewis
TO202,Playset Draw,6000.0,7000.0,443,Toy,Odonnell PLC,Jared Harrington
ST208,Marker Value,88000.0,133000.0,88,Stationary,Mullins-Frazier,Brittany Rhodes
TO203,Playset Travel,270000.0,485000.0,77,Toy,Patton-Cook,Rachel Brown
TO204,Drone Others,438000.0,783000.0,157,Toy,Thomas-Gomez,Nicole Brown
TO205,Lego Set Maintain,313000.0,562000.0,113,Toy,Myers Inc,Christine Ryan
BO220,History Student,378000.0,555000.0,91,Book,Young and Sons,Dawn Frank
BO221,Biography Grow,111000.0,157000.0,11,Book,Jones LLC,Leon Oneill
BO222,Fantasy Order,399000.0,664000.0,251,Book,Williams Group,Ashley Hines
ST209,Pen Pay,167000.0,217000.0,172,Stationary,Campbell-Carroll,Megan Wade
BO223,Sci-Fi Military,492000.0,741000.0,215,Book,Beard-Sandoval,Billy Jones
TO206,Barbie Doll Force,89000.0,149000.0,322,Toy,"Martinez, Flowers and Randolph",Laura Jones
TO207,Lego Set Low,308000.0,545000.0,89,Toy,"Myers, Jones and Hanson",Luke Clark
TO208,Playset Hit,143000.0,230000.0,310,Toy,Robinson-Rodriguez,Christopher Pittman
TO209,Drone Eight,341000.0,498000.0,106,Toy,Green Group,Latasha Myers
BO224,Sci-Fi Compare,178000.0,298000.0,69,Book,Moyer-Dalton,Jim Silva
ST210,Marker Quality,396000.0,483000.0,427,Stationary,Smith Group,Julie Hurley
TO210,Drone Student,160000.0,224000.0,83,Toy,Rodriguez LLC,Brett Jensen
TO211,RC Car Purpose,483000.0,794000.0,375,Toy,"Bishop, Mercado and Miller",Bobby Hughes
TO212,Scooter Glass,19000.0,33000.0,442,Toy,Vaughn-Johnson,Meagan Thompson
TO213,RC Car Soldier,238000.0,312000.0,26,Toy,Carroll-Lin,Johnny Vincent
TO214,Lego Set Six,246000.0,316000.0,456,Toy,Douglas-Hood,Peter Garcia
TO215,RC Car Me,432000.0,772000.0,100,Toy,"Myers, Williams and Vang",Brandy King
ST211,Marker Later,231000.0,363000.0,366,Stationary,"Pierce, Reid and Campbell",David Cunningham
ST212,Scissors Look,326000.0,419000.0,150,Stationary,"Davis, Rocha and Morrison",Amber Walker
ST213,Pen Most,376000.0,498000.0,357,Stationary,White-Hull,Arthur Cole
ST214,Stapler Street,82000.0,127000.0,218,Stationary,"Bailey, Rollins and Solis",William Morrison
BO225,History Probably,158000.0,251000.0,120,Book,"Johnson, Cunningham and Choi",Darrell White
TO216,Playset Church,359000.0,598000.0,66,Toy,Cohen Inc,Stephen Jones
TO217,Lego Set Fly,259000.0,318000.0,326,Toy,Cole-Rodriguez,Jennifer Berry
ST215,Tape Visit,347000.0,470000.0,102,Stationary,Chapman-Odonnell,Steven Gould
ST216,Pen Think,267000.0,359000.0,380,Stationary,Williams-Howard,Todd Lee
TO218,Drone Marriage,45000.0,63000.0,463,Toy,Collins-Cook,Pamela Price
ST217,Pen Back,402000.0,606000.0,192,Stationary,Horton-Evans,Andrea Wilson
BO226,Sci-Fi Rock,236000.0,304000.0,195,Book,"Lee, Carter and Lucero",Roger Jenkins
ST218,Marker Whole,364000.0,522000.0,332,Stationary,Murphy and Sons,Emily Barnett
TO219,RC Car Process,140000.0,221000.0,131,Toy,Robertson Inc,Jessica Chambers
BO227,Fantasy Total,445000.0,616000.0,452,Book,Morgan-Kelley,Michelle Curtis
TO220,Playset Item,175000.0,253000.0,132,Toy,Ball-Ayala,Robert Sharp
TO221,Barbie Doll Walk,122000.0,219000.0,434,Toy,"Macdonald, Mitchell and Brown",Patricia Sullivan
ST219,Stapler Clearly,440000.0,712000.0,391,Stationary,Skinner Ltd,Alyssa Martinez
BO228,Biography Voice,373000.0,449000.0,147,Book,"Reed, Jacobs and Reyes",Wyatt Morgan
TO222,Playset Sort,329000.0,565000.0,51,Toy,Morris Ltd,Jesse Kemp
ST220,Tape Investment,162000.0,276000.0,164,Stationary,Snow-Martin,Angela Mills
TO223,Scooter How,445000.0,603000.0,181,Toy,White-Wood,Samantha Clayton
BO229,Fantasy Republican,451000.0,762000.0,395,Book,Mendoza LLC,Jeanne Roberts
BO230,Fantasy Why,429000.0,605000.0,329,Book,Crawford-Johnson,Mariah Jones
BO231,Fantasy Most,29000.0,47000.0,181,Book,Blankenship-Lamb,Alexandria Woods
TO224,Barbie Doll Commercial,297000.0,503000.0,157,Toy,Bender LLC,Jenna Davis
ST221,Tape Develop,199000.0,341000.0,334,Stationary,"Austin, Frazier and Wilson",David Salazar
ST222,Marker Here,76000.0,96000.0,261,Stationary,"Jones, Brown and Anderson",Pamela Lopez
BO232,Sci-Fi Hair,279000.0,485000.0,187,Book,Pittman-Raymond,James Moore
BO233,Fantasy Catch,434000.0,718000.0,153,Book,Brooks PLC,Ricardo Ewing
BO234,Mystery Novel Situation,8000.0,13000.0,376,Book,"Yu, Orr and Stanley",Julian Underwood
BO235,Biography Describe,471000.0,716000.0,139,Book,"Rogers, Pham and Gilbert",Norma Perry
TO225,Playset Campaign,240000.0,296000.0,139,Toy,Salazar LLC,Jennifer Martin
BO236,History Organization,457000.0,612000.0,209,Book,Ross-Castillo,Mark Jefferson
BO237,History Wife,483000.0,639000.0,425,Book,Patterson-Maldonado,Shari Sanchez
BO238,History Democrat,276000.0,485000.0,265,Book,"Martin, Hernandez and Knight",Michelle Johnson
TO226,Playset Under,340000.0,445000.0,162,Toy,Ward-Williamson,Kyle Wilson
TO227,Barbie Doll Tell,156000.0,214000.0,424,Toy,Guzman Inc,Anna Chambers
BO239,Biography Onto,288000.0,504000.0,149,Book,"Good, Henry and Hopkins",Alyssa Webb
BO240,Biography Dinner,298000.0,491000.0,264,Book,Austin-Gomez,Justin Olson
TO228,RC Car Method,298000.0,436000.0,278,Toy,Sherman-Yang,Paul Campbell
ST223,Notebook Man,351000.0,629000.0,197,Stationary,Molina Inc,Carolyn Lee
BO241,History Successful,371000.0,571000.0,242,Book,King Group,Cameron Benitez
ST224,Stapler Thing,182000.0,306000.0,126,Stationary,"Dudley, Garcia and Munoz",David Silva
ST225,Stapler Ever,350000.0,563000.0,346,Stationary,Martinez LLC,Kathryn Porter
ST226,Scissors Lead,297000.0,458000.0,419,Stationary,"Thomas, Mosley and Johnston",Amber Holder
TO229,RC Car The,482000.0,860000.0,358,Toy,Hart-Cruz,Scott Smith
ST227,Notebook Wind,386000.0,569000.0,88,Stationary,Montoya-Miller,Bryan Coleman
BO242,Fantasy Especially,197000.0,266000.0,217,Book,"Mccullough, Campbell and Copeland",Matthew James
BO243,Biography Fly,370000.0,565000.0,308,Book,Hayes-Martin,Darryl Warren
TO230,Scooter Pick,433000.0,539000.0,481,Toy,Ashley Group,Cynthia Foster
BO244,History As,450000.0,598000.0,227,Book,Carr Ltd,Tammy Ward
BO245,Biography Think,109000.0,157000.0,301,Book,"Brown, Snyder and Little",Christine Stewart
BO246,Mystery Novel Article,419000.0,741000.0,129,Book,Hammond Inc,Brittany Herring
ST228,Pen Former,196000.0,296000.0,326,Stationary,Chandler PLC,Samuel Mack
TO231,Barbie Doll Sea,71000.0,114000.0,35,Toy,Murray-Oneal,Andrew Hall
BO247,Mystery Novel Congress,42000.0,71000.0,66,Book,"Cook, Bowman and Anderson",Dean Lloyd
TO232,Barbie Doll Special,101000.0,142000.0,413,Toy,"Jackson, Estrada and Turner",Heather Martin
BO248,Fantasy Figure,248000.0,367000.0,48,Book,Bryant PLC,Steven Solomon
ST229,Marker Hair,454000.0,800000.0,355,Stationary,Hernandez Inc,Cindy Cunningham
BO249,Sci-Fi Step,200000.0,253000.0,212,Book,Molina-Ochoa,Rodney Nolan
BO250,History Clearly,381000.0,628000.0,216,Book,Miller-Davila,Jennifer Larson
TO233,RC Car Down,227000.0,392000.0,465,Toy,Johnson-Blake,Victoria Petersen
ST230,Scissors Rule,422000.0,749000.0,11,Stationary,Soto-Mcdonald,Anthony James
ST231,Stapler Team,62000.0,87000.0,392,Stationary,Shaffer-Greene,Mr. Travis Rodriguez
TO234,RC Car Baby,453000.0,546000.0,228,Toy,"Banks, Hernandez and Green",David Green
ST232,Notebook Lose,417000.0,514000.0,261,Stationary,Scott Ltd,Joy Rivera
BO251,Self-help So,175000.0,282000.0,130,Book,Meyer-Moore,Sarah Ray
ST233,Tape Easy,130000.0,187000.0,384,Stationary,Herrera-Cunningham,Lance Dixon
BO252,Self-help Population,325000.0,532000.0,281,Book,"Rodriguez, Butler and Vincent",Robin Lopez
BO253,Biography Wonder,235000.0,407000.0,59,Book,"Nelson, Maddox and Oliver",Elizabeth Wright
ST234,Marker Read,159000.0,238000.0,350,Stationary,Myers Group,Kevin Acosta
TO235,RC Car Result,293000.0,401000.0,465,Toy,Baker Group,Kristen Casey
BO254,Sci-Fi Factor,460000.0,592000.0,431,Book,"Lopez, Smith and Herrera",Susan Ho
TO236,Playset Support,23000.0,32000.0,475,Toy,"Cabrera, Aguilar and Wallace",Martin Madden
BO255,Fantasy Theory,146000.0,220000.0,45,Book,"Lewis, Campbell and Kim",Olivia Friedman
BO256,History Friend,143000.0,254000.0,199,Book,Powell-Gonzalez,Melissa James
TO237,Barbie Doll Crime,56000.0,100000.0,432,Toy,"Gilbert, Washington and Turner",Gary Tran
BO257,Self-help Last,90000.0,121000.0,245,Book,Harrison-Griffith,Michael Webb
BO258,Biography Wrong,412000.0,648000.0,450,Book,"Olson, Howard and Beltran",Brent Pennington
ST235,Stapler Next,149000.0,219000.0,25,Stationary,"Johnson, Ibarra and Thompson",Amy Martinez
ST236,Marker Small,454000.0,690000.0,251,Stationary,Thompson-Nicholson,Debbie Johnson
ST237,Stapler Half,418000.0,630000.0,424,Stationary,Mitchell Group,David James MD
BO259,Fantasy Theory,465000.0,718000.0,388,Book,Ballard-Barnett,Gregory Davis
BO260,History Ok,125000.0,201000.0,298,Book,Smith-Bradley,Ellen Lindsey
TO238,Drone Available,162000.0,251000.0,117,Toy,Vaughan Inc,Ebony Owens
BO261,Self-help Yet,435000.0,744000.0,172,Book,Price-Obrien,Margaret Mcfarland
ST238,Marker Relationship,86000.0,137000.0,351,Stationary,Jackson Ltd,Ashley Russell
BO262,Biography Work,350000.0,558000.0,358,Book,"Brown, King and Pope",Valerie Fleming
TO239,Drone Sign,34000.0,58000.0,344,Toy,Benson-Alvarez,Sara Tyler
TO240,Barbie Doll Center,62000.0,104000.0,458,Toy,Mccarthy-Smith,Gabrielle Gonzalez
TO241,Drone Not,223000.0,373000.0,461,Toy,"Collins, Walton and Mills",Robin Lambert
TO242,Drone Its,349000.0,590000.0,377,Toy,Campbell-Moore,Andrew Butler
BO263,Fantasy Catch,215000.0,343000.0,153,Book,Carr-Pittman,John Lewis
ST239,Stapler Plant,123000.0,188000.0,343,Stationary,Galloway-Lucas,Sara Miller
BO264,Mystery Novel Figure,342000.0,457000.0,67,Book,Macias LLC,Daniel Benton
TO243,Playset Hand,54000.0,74000.0,404,Toy,"Kane, Sanders and Davis",Eric Hill
TO244,Scooter Court,77000.0,121000.0,493,Toy,Klein-Donovan,Sherri Armstrong
TO245,Playset No,246000.0,370000.0,242,Toy,Smith PLC,Gregory Bryan
ST240,Marker None,429000.0,755000.0,198,Stationary,"Mcfarland, Anderson and Hines",Thomas Ellis
BO265,Self-help Avoid,498000.0,675000.0,233,Book,"Russell, Miranda and Huffman",Joshua Brewer
ST241,Marker Much,433000.0,699000.0,95,Stationary,Brown-Merritt,Michelle Singh
TO246,Lego Set Address,352000.0,477000.0,359,Toy,Booth Inc,Emily Robertson
BO266,Sci-Fi Dream,431000.0,667000.0,293,Book,"Ray, Clayton and Russell",Michael Mccann
ST242,Stapler Table,346000.0,559000.0,478,Stationary,"Peterson, Wilson and Valentine",Gregory Lara
BO267,History Black,481000.0,728000.0,140,Book,Johnson LLC,Melissa Alexander
TO247,Scooter Occur,133000.0,182000.0,379,Toy,"Gonzalez, Brown and Scott",Heather Page
BO268,Self-help Likely,140000.0,192000.0,122,Book,Warren Inc,Janice Michael
BO269,History Company,316000.0,551000.0,274,Book,Baker and Sons,Michael Miller II
TO248,Playset Every,441000.0,536000.0,106,Toy,Andrews Ltd,Donald Adams
TO249,Playset Sure,7000.0,9000.0,18,Toy,Horn and Sons,Derek Fuller
ST243,Tape Smile,330000.0,550000.0,57,Stationary,Molina-Martin,Lisa Ward
ST244,Tape Structure,112000.0,166000.0,59,Stationary,Gonzalez and Sons,Anthony Gonzalez
TO250,Playset Risk,167000.0,203000.0,482,Toy,"Thomas, Terrell and Marshall",Lisa Sullivan
BO270,Fantasy Value,488000.0,637000.0,236,Book,Williamson-Cole,Jordan Jenkins
BO271,Mystery Novel Piece,425000.0,534000.0,467,Book,"Evans, Moore and Kelly",Jennifer Smith
TO251,RC Car Certainly,272000.0,355000.0,178,Toy,Garcia Inc,Devin Thompson
BO272,Biography Case,119000.0,164000.0,126,Book,Weiss Ltd,David Nichols
BO273,Biography Card,290000.0,396000.0,124,Book,Rodriguez-Patrick,John Miller
BO274,Mystery Novel Hope,169000.0,262000.0,30,Book,Lopez and Sons,Casey Morrison
BO275,History Father,148000.0,238000.0,348,Book,Phillips LLC,John Perry
TO252,Barbie Doll Remain,40000.0,52000.0,325,Toy,Stewart-White,Keith Riley
ST245,Stapler Wide,298000.0,509000.0,346,Stationary,Garcia Ltd,Steven Santana
TO253,Lego Set Buy,380000.0,515000.0,352,Toy,Marsh-Reed,Jonathan Ball
ST246,Pen Always,136000.0,209000.0,293,Stationary,Peters Group,Rodney Becker
ST247,Pen Report,284000.0,427000.0,370,Stationary,"Dawson, Nelson and Reeves",Brent Sharp
TO254,RC Car Say,200000.0,265000.0,455,Toy,Jensen PLC,Wanda Powers
TO255,Drone The,93000.0,113000.0,44,Toy,Cook and Sons,Rebecca Castro
TO256,Barbie Doll Simply,168000.0,242000.0,257,Toy,Martinez PLC,Jason Brown
BO276,Mystery Novel Medical,263000.0,459000.0,293,Book,Mayer Group,Annette Hill
TO257,Drone Unit,140000.0,244000.0,55,Toy,"Torres, Price and Ross",Dawn Smith
TO258,RC Car Manager,11000.0,15000.0,70,Toy,Harris-Torres,Timothy Love
TO259,Scooter Establish,152000.0,244000.0,100,Toy,"Ortiz, Garcia and Key",Linda Cabrera
TO260,RC Car Drive,106000.0,186000.0,221,Toy,Smith and Sons,Joshua Hooper
BO277,Biography Throughout,208000.0,290000.0,473,Book,Miller Ltd,Kristen Ortega
TO261,Barbie Doll Speak,455000.0,678000.0,140,Toy,Hernandez and Sons,Matthew Morris
BO278,Mystery Novel Rock,416000.0,532000.0,126,Book,"Sampson, Cuevas and Lewis",Kelli Gonzalez
BO279,History Relate,57000.0,86000.0,77,Book,"Fields, Richardson and Woodward",Carrie Johnson
BO280,History Job,19000.0,31000.0,75,Book,"Gomez, Moore and Zuniga",Nathan Mitchell
TO262,Scooter Hope,148000.0,187000.0,495,Toy,Hanna-Blair,Christopher Patterson
ST248,Marker Involve,68000.0,93000.0,160,Stationary,"Sampson, Chavez and Chavez",Tonya Wilson
TO263,Barbie Doll Weight,221000.0,358000.0,108,Toy,Greene Group,James Mercado
ST249,Scissors Close,395000.0,486000.0,266,Stationary,Brown-Malone,Amy Ryan
BO281,Self-help President,122000.0,193000.0,104,Book,Evans-Moyer,Lauren Scott
BO282,History Car,18000.0,26000.0,33,Book,"Brown, Taylor and Anderson",Marc Bailey
TO264,RC Car Suffer,453000.0,737000.0,408,Toy,Stephens and Sons,Michael Oneill
ST250,Stapler Edge,473000.0,799000.0,387,Stationary,"Chapman, Salinas and Mcguire",Sophia Barry
ST251,Notebook Section,375000.0,553000.0,392,Stationary,Perry-Hernandez,Troy Jacobs
ST252,Tape Produce,219000.0,264000.0,442,Stationary,Black-Brown,Lauren Smith
ST253,Marker Board,155000.0,221000.0,314,Stationary,"Santiago, Hernandez and Rose",Tina Huang
TO265,RC Car Write,281000.0,495000.0,243,Toy,Church and Sons,Elizabeth Reeves
TO266,Scooter Letter,94000.0,146000.0,373,Toy,Thompson-Mills,Autumn Castillo
TO267,Lego Set Than,442000.0,688000.0,242,Toy,"Frazier, Benson and Phillips",Javier Thomas
BO283,Mystery Novel Including,316000.0,550000.0,366,Book,"Walters, Nunez and Nunez",Dr. Jennifer Coffey
BO284,Mystery Novel Be,130000.0,232000.0,456,Book,"Allen, Mata and Sloan",Elizabeth Anderson
ST254,Tape Move,79000.0,135000.0,325,Stationary,"Baker, Grant and Todd",Jessica Gomez
TO268,Barbie Doll Company,362000.0,587000.0,186,Toy,Walker-Hunt,Suzanne Johnson
ST255,Pen Eye,194000.0,328000.0,431,Stationary,Montoya and Sons,Matthew Perkins
BO285,Mystery Novel Space,488000.0,677000.0,478,Book,"Adams, Williams and Watson",Charles Munoz
ST256,Tape Happen,393000.0,536000.0,193,Stationary,Martin LLC,Seth Farmer
ST257,Scissors Movement,337000.0,418000.0,61,Stationary,Webb-Wood,Brittany Armstrong
ST258,Marker Wide,73000.0,112000.0,99,Stationary,"Harrison, Walker and Newman",Brandon Chandler
BO286,History Security,479000.0,843000.0,480,Book,Chen Inc,Thomas Vazquez
TO269,RC Car Plant,369000.0,603000.0,30,Toy,Savage-Jones,Misty Myers
ST259,Marker Direction,410000.0,643000.0,464,Stationary,Smith LLC,Sarah Silva
TO270,Drone Create,423000.0,684000.0,26,Toy,Martin Group,Yesenia Scott DVM
BO287,Mystery Novel Financial,22000.0,38000.0,110,Book,Martinez-Buck,James Gomez
TO271,Playset Behavior,196000.0,327000.0,351,Toy,Coleman-Mack,Charles Mosley
BO288,History Argue,178000.0,274000.0,26,Book,Kaufman-Smith,Roberto Bailey
TO272,Drone Arrive,244000.0,381000.0,193,Toy,Fletcher LLC,Lisa Escobar
ST260,Scissors Person,77000.0,93000.0,79,Stationary,"Cortez, Harris and Pineda",John Jones
ST261,Marker Mr,32000.0,56000.0,67,Stationary,"Buck, Sexton and Hahn",Brianna Leonard
BO289,Self-help Again,431000.0,654000.0,346,Book,Morgan-Curry,Kenneth Campbell
TO273,Barbie Doll Huge,148000.0,240000.0,380,Toy,"Woodard, Fuller and Barnes",Andrea James
ST262,Stapler Develop,51000.0,67000.0,477,Stationary,Carroll-Miller,Mary Hernandez
ST263,Notebook Carry,456000.0,789000.0,235,Stationary,"Brown, King and Reid",Angela Brown
TO274,Barbie Doll Since,348000.0,561000.0,30,Toy,Lane and Sons,Robert Daniels
TO275,Barbie Doll Generation,331000.0,416000.0,475,Toy,Avery-Barnett,Lindsay Brown
TO276,Lego Set Campaign,394000.0,596000.0,430,Toy,Johnson-Alexander,Jonathan Stewart
ST264,Stapler Artist,458000.0,752000.0,234,Stationary,Bray-Richardson,Pamela Hobbs
ST265,Notebook Note,186000.0,289000.0,180,Stationary,Lawrence PLC,Isabel Brooks
TO277,Playset Bit,35000.0,57000.0,352,Toy,"Morales, Nichols and Parrish",Lauren Archer
ST266,Marker According,469000.0,776000.0,430,Stationary,Vincent-Mclaughlin,James Andrews
ST267,Marker Involve,166000.0,289000.0,123,Stationary,Payne-Ayala,Adrienne Rosales
ST268,Tape Country,78000.0,104000.0,183,Stationary,Holmes Group,Laura Nelson
TO278,Barbie Doll Account,455000.0,719000.0,323,Toy,Baker Inc,Thomas Reynolds
ST269,Tape Class,432000.0,763000.0,190,Stationary,Lawrence-Moore,Dustin Fox
BO290,Sci-Fi Enter,430000.0,671000.0,496,Book,"Nunez, Ross and Walsh",Christopher Thompson
TO279,Barbie Doll Service,247000.0,361000.0,44,Toy,Adams PLC,Justin Jenkins
TO280,Drone South,248000.0,397000.0,107,Toy,Marshall-Morris,Glenda Evans
TO281,Playset Wait,320000.0,386000.0,303,Toy,"Williams, Thompson and Stevens",Cole Rodriguez
BO291,Sci-Fi Hold,222000.0,396000.0,483,Book,Armstrong-Castillo,Brian Perry
BO292,Sci-Fi Relate,48000.0,86000.0,117,Book,Hines Inc,Jonathan Proctor
BO293,Biography Paper,42000.0,54000.0,303,Book,Johnson Inc,Michael Hendricks
ST270,Stapler Put,461000.0,705000.0,334,Stationary,"Glover, House and Rodriguez",Dorothy Baker
BO294,Mystery Novel Minute,63000.0,89000.0,442,Book,Oconnor-Andrews,Natasha Edwards
TO282,Lego Set Section,485000.0,623000.0,292,Toy,"Martinez, Hanson and Smith",Hannah Henry
BO295,Biography True,17000.0,27000.0,207,Book,Jenkins Inc,Larry Wright
BO296,Sci-Fi Speak,274000.0,458000.0,398,Book,"Pearson, Lewis and Baker",Melissa Johnson
TO283,Lego Set She,433000.0,680000.0,202,Toy,Pearson and Sons,Timothy Harmon
BO297,Self-help Great,172000.0,249000.0,419,Book,Mendez Group,Paul Johnson
ST271,Pen Vote,335000.0,595000.0,82,Stationary,Bowman Group,Ryan Kennedy
BO298,Self-help Environment,213000.0,275000.0,324,Book,Kelly and Sons,Mr. Paul Stewart
BO299,Sci-Fi Another,176000.0,218000.0,305,Book,"Bates, Williams and Curry",Dennis Young
ST272,Stapler Board,250000.0,342000.0,393,Stationary,"Martinez, Watts and Williams",Linda Baldwin
BO300,Sci-Fi Discuss,250000.0,347000.0,416,Book,Brown-Fletcher,Courtney Branch
TO284,Barbie Doll Husband,136000.0,177000.0,470,Toy,"Howard, Nguyen and Christensen",Katie Mcintosh
BO301,Self-help Face,225000.0,357000.0,373,Book,"Murphy, Bauer and Ramos",Leah Ramirez
TO285,Scooter Month,411000.0,528000.0,357,Toy,"Sawyer, Thompson and Jarvis",Heather Palmer
TO286,Barbie Doll Your,305000.0,373000.0,372,Toy,Adams LLC,Jessica Freeman
ST273,Pen Miss,214000.0,342000.0,278,Stationary,Roth-Thomas,Austin Perry
BO302,History Region,128000.0,170000.0,169,Book,Conley-Randall,Mary Velazquez
ST274,Stapler Will,403000.0,590000.0,335,Stationary,Lee Ltd,Michael Walsh
ST275,Stapler Doctor,220000.0,388000.0,455,Stationary,"Douglas, Martinez and Jimenez",Jason Hernandez
ST276,Pen Mission,135000.0,209000.0,442,Stationary,Kramer-Myers,Zachary Harris
TO287,RC Car But,137000.0,199000.0,232,Toy,Jones and Sons,Dustin Frazier
BO303,Self-help Avoid,340000.0,409000.0,265,Book,Miranda-Scott,Michelle Martinez
TO288,Drone Character,347000.0,489000.0,482,Toy,Weber-Meyers,David Austin
ST277,Pen Spring,390000.0,674000.0,324,Stationary,Bradley-Freeman,Sean Perez
TO289,Barbie Doll Congress,237000.0,410000.0,199,Toy,Obrien-Butler,Rita Nguyen
TO290,Playset Represent,130000.0,179000.0,178,Toy,Gray and Sons,James Middleton
BO304,Fantasy Huge,389000.0,567000.0,120,Book,Green LLC,Melanie Hernandez
TO291,Playset Beyond,252000.0,311000.0,453,Toy,Shaffer PLC,Kevin West
TO292,Playset Heart,18000.0,30000.0,286,Toy,Guerra and Sons,Christian Jacobson
BO305,History Cultural,300000.0,400000.0,292,Book,Mccoy Group,Erica Berger
BO306,Sci-Fi Right,254000.0,319000.0,186,Book,Adkins-Skinner,Katherine Young
TO293,Lego Set Program,403000.0,565000.0,128,Toy,"Weaver, Smith and Scott",Jessica Hernandez
BO307,Mystery Novel Establish,39000.0,58000.0,88,Book,"Cook, Dickson and Barker",Angela Clayton
TO294,Barbie Doll Blue,331000.0,472000.0,356,Toy,"Dawson, Hunter and Jackson",Richard Johnson
ST278,Notebook College,421000.0,648000.0,455,Stationary,Barrera-Parsons,Tiffany Johnson
ST279,Stapler Idea,301000.0,521000.0,499,Stationary,Johnson-Miller,Mitchell Sanders
ST280,Pen Republican,347000.0,621000.0,36,Stationary,Rodriguez Ltd,Jessica Anderson
ST281,Tape Hit,120000.0,147000.0,20,Stationary,Jordan and Sons,Charles James
BO308,Sci-Fi Long,140000.0,237000.0,472,Book,Bridges-Brown,Robert Travis
BO309,Self-help Subject,35000.0,61000.0,317,Book,"Morgan, Roberts and Thompson",Desiree Mitchell
BO310,History Development,403000.0,647000.0,141,Book,"Mendoza, Wells and Scott",Christopher Ferrell
BO311,Fantasy Think,295000.0,494000.0,271,Book,"James, Patterson and Smith",Kyle Allen
BO312,History Increase,443000.0,611000.0,476,Book,Hunt Group,Katherine Wiggins
TO295,Lego Set Camera,17000.0,26000.0,486,Toy,Sandoval PLC,Reginald Solis
ST282,Tape American,94000.0,167000.0,286,Stationary,Johnson-Spence,Douglas Benton
TO296,Lego Set Against,222000.0,360000.0,186,Toy,"Holloway, Duncan and Doyle",Paul Tyler
BO313,Self-help Street,318000.0,391000.0,111,Book,Miller Ltd,Robert Jones Jr.
TO297,Lego Set View,66000.0,112000.0,446,Toy,Anderson Group,Luke Gomez
TO298,Playset Simple,427000.0,587000.0,99,Toy,Turner-Cabrera,Sandra Lewis
TO299,Playset Game,117000.0,199000.0,164,Toy,Smith-Carr,Sarah Crawford
BO314,Self-help Civil,403000.0,556000.0,457,Book,Stevenson LLC,Timothy Harris
ST283,Scissors Wrong,358000.0,565000.0,246,Stationary,Galvan-Williams,Albert Baldwin
BO315,Fantasy Industry,189000.0,322000.0,243,Book,Rowe Group,Laura Griffin
TO300,Playset Point,15000.0,18000.0,15,Toy,"Henderson, Thompson and Payne",Regina Figueroa
BO316,History With,141000.0,189000.0,448,Book,"Black, Nelson and Diaz",Ryan Kramer
ST284,Tape System,446000.0,772000.0,328,Stationary,Duncan-Hoover,Lisa Stone
TO301,RC Car Rate,305000.0,527000.0,285,Toy,"George, Benson and Barnes",Andrew Barrett
BO317,History Stand,165000.0,248000.0,186,Book,"Martinez, Espinoza and Robinson",Gabriela Gilbert
TO302,Playset Stand,242000.0,381000.0,365,Toy,"Harrington, White and Ford",David Young
BO318,Mystery Novel Sea,497000.0,733000.0,217,Book,"Silva, Thomas and Fuentes",Dillon Hines
ST285,Notebook Still,398000.0,560000.0,375,Stationary,Moore PLC,Kristen Adkins
BO319,Fantasy Rather,166000.0,235000.0,118,Book,Murray-Weber,Mark Harvey
BO320,Fantasy Lead,143000.0,245000.0,301,Book,Fox Group,John Ramsey
BO321,Biography Southern,357000.0,555000.0,274,Book,Brady Group,Manuel Murphy
BO322,Mystery Novel Speak,165000.0,294000.0,86,Book,Thompson-Franklin,Russell George
ST286,Marker Little,36000.0,57000.0,390,Stationary,Brown and Sons,Donna Tran
BO323,Fantasy Road,390000.0,528000.0,193,Book,Rivas-Ferguson,Derek Waller
